text,warmth,brightness,texture,valence,arousal,intensity,geometry,color_temperature
Experience of impressionist soft dappled light garden scene,0.652,0.794,0.328,0.815,0.255,0.403,0.165,0.682
Like impressionist soft dappled light garden scene,0.582,0.819,0.341,0.787,0.264,0.452,0.184,0.666
Monet water lilies dreamy atmospheric blur,0.55,0.72,0.22,0.85,0.15,0.35,0.12,0.55
Like monet water lilies dreamy atmospheric blur,0.575,0.759,0.19,0.832,0.157,0.31,0.14,0.583
Pure monet water lilies dreamy atmospheric blur,0.543,0.726,0.187,0.886,0.134,0.313,0.092,0.523
Pointillism tiny dots creating luminous color,0.58,0.82,0.65,0.78,0.32,0.52,0.55,0.62
Experience of pointillism tiny dots creating luminous color,0.555,0.815,0.626,0.812,0.341,0.537,0.566,0.646
The essence of pointillism tiny dots creating luminous color,0.61,0.811,0.622,0.814,0.325,0.514,0.564,0.624
Reminds me of pointillism tiny dots creating luminous color,0.619,0.84,0.687,0.808,0.335,0.501,0.579,0.591
Cubist fractured geometric planes sharp angles,0.45,0.52,0.68,0.52,0.55,0.72,0.95,0.5
Reminds me of cubist fractured geometric planes sharp angles,0.452,0.553,0.718,0.554,0.58,0.758,0.969,0.5
Abstract expressionist bold gestural brushstrokes,0.58,0.55,0.85,0.62,0.75,0.82,0.15,0.5
Experience of abstract expressionist bold gestural brushstrokes,0.581,0.563,0.862,0.653,0.751,0.789,0.19,0.5
Like abstract expressionist bold gestural brushstrokes,0.604,0.534,0.83,0.586,0.774,0.818,0.117,0.5
Pure abstract expressionist bold gestural brushstrokes,0.562,0.586,0.846,0.588,0.775,0.799,0.125,0.5
Minimalist white canvas single black line,0.35,0.95,0.08,0.55,0.08,0.25,0.92,0.5
Pure minimalist white canvas single black line,0.331,0.952,0.104,0.566,0.045,0.274,0.954,0.5
The essence of minimalist white canvas single black line,0.383,0.955,0.097,0.553,0.113,0.289,0.902,0.5
Pop art bright bold commercial colors flat,0.58,0.92,0.22,0.75,0.65,0.72,0.78,0.65
The feeling of pop art bright bold commercial colors flat,0.603,0.909,0.25,0.763,0.649,0.71,0.748,0.661
Reminds me of pop art bright bold commercial colors flat,0.563,0.931,0.22,0.784,0.612,0.753,0.787,0.618
Like pop art bright bold commercial colors flat,0.544,0.943,0.226,0.731,0.652,0.735,0.768,0.672
Expressionist distorted anguished emotional,0.42,0.32,0.75,0.18,0.82,0.88,0.35,0.5
Like expressionist distorted anguished emotional,0.38,0.308,0.724,0.164,0.851,0.875,0.387,0.5
Pure expressionist distorted anguished emotional,0.417,0.331,0.784,0.209,0.793,0.892,0.351,0.5
Surrealist dreamscape melting clocks bizarre,0.48,0.55,0.42,0.45,0.52,0.68,0.22,0.5
Like surrealist dreamscape melting clocks bizarre,0.483,0.526,0.417,0.483,0.538,0.709,0.212,0.5
Reminds me of surrealist dreamscape melting clocks bizarre,0.509,0.532,0.451,0.481,0.548,0.704,0.222,0.5
Five star resort spa infinity pool overlooking ocean,0.72,0.85,0.22,0.95,0.32,0.62,0.55,0.55
The essence of five star resort spa infinity pool overlooking ocean,0.693,0.846,0.25,0.919,0.331,0.637,0.573,0.553
Boutique hotel with designer furniture and curated art,0.58,0.68,0.35,0.82,0.35,0.58,0.72,0.5
Experience of boutique hotel with designer furniture and curated art,0.547,0.653,0.335,0.796,0.315,0.605,0.732,0.5
Pure boutique hotel with designer furniture and curated art,0.602,0.665,0.342,0.845,0.379,0.608,0.719,0.5
Glamorous rooftop bar with city lights twinkling,0.62,0.55,0.28,0.88,0.68,0.72,0.75,0.72
Reminds me of glamorous rooftop bar with city lights twinkling,0.616,0.581,0.245,0.872,0.666,0.716,0.77,0.696
Cozy mountain lodge with crackling fireplace and pine,0.88,0.38,0.68,0.88,0.18,0.52,0.32,0.75
Reminds me of cozy mountain lodge with crackling fireplace and pine,0.878,0.388,0.698,0.902,0.154,0.537,0.294,0.768
Pure cozy mountain lodge with crackling fireplace and pine,0.905,0.376,0.665,0.917,0.16,0.516,0.335,0.718
Remote eco-lodge in rainforest surrounded by wildlife,0.72,0.42,0.75,0.82,0.45,0.62,0.15,0.55
Experience of remote eco-lodge in rainforest surrounded by wildlife,0.694,0.418,0.737,0.801,0.438,0.618,0.149,0.587
Pure remote eco-lodge in rainforest surrounded by wildlife,0.713,0.441,0.782,0.821,0.41,0.627,0.172,0.542
Beachside bungalow with thatched roof and hammock,0.78,0.78,0.58,0.92,0.22,0.38,0.22,0.68
Reminds me of beachside bungalow with thatched roof and hammock,0.771,0.797,0.617,0.907,0.227,0.417,0.214,0.701
Pure beachside bungalow with thatched roof and hammock,0.751,0.773,0.57,0.912,0.217,0.416,0.246,0.702
Sleek urban hotel with floor to ceiling windows,0.42,0.82,0.15,0.72,0.52,0.58,0.92,0.5
The feeling of sleek urban hotel with floor to ceiling windows,0.398,0.795,0.181,0.752,0.51,0.586,0.886,0.5
Reminds me of sleek urban hotel with floor to ceiling windows,0.417,0.801,0.127,0.697,0.554,0.544,0.929,0.5
Pure sleek urban hotel with floor to ceiling windows,0.424,0.824,0.153,0.722,0.525,0.553,0.949,0.5
Bustling hostel common room backpacker energy,0.62,0.65,0.55,0.78,0.82,0.68,0.35,0.5
Pure bustling hostel common room backpacker energy,0.654,0.679,0.569,0.778,0.809,0.683,0.322,0.5
The essence of bustling hostel common room backpacker energy,0.595,0.63,0.514,0.787,0.8,0.673,0.353,0.5
Tranquil zen spa with soft lighting and bamboo,0.62,0.35,0.42,0.88,0.08,0.22,0.55,0.55
Experience of tranquil zen spa with soft lighting and bamboo,0.608,0.36,0.412,0.847,0.072,0.201,0.538,0.585
The feeling of tranquil zen spa with soft lighting and bamboo,0.587,0.361,0.394,0.887,0.058,0.223,0.523,0.581
Like tranquil zen spa with soft lighting and bamboo,0.656,0.372,0.387,0.901,0.066,0.252,0.534,0.551
Warm aromatherapy massage with lavender oil,0.78,0.28,0.18,0.92,0.05,0.32,0.5,0.62
Pure warm aromatherapy massage with lavender oil,0.748,0.264,0.198,0.938,0.02,0.328,0.5,0.608
Like warm aromatherapy massage with lavender oil,0.801,0.314,0.155,0.92,0.02,0.305,0.5,0.594
Peaceful meditation garden with flowing water,0.55,0.58,0.38,0.85,0.08,0.22,0.32,0.5
Pure peaceful meditation garden with flowing water,0.583,0.561,0.358,0.835,0.085,0.22,0.346,0.5
The feeling of peaceful meditation garden with flowing water,0.563,0.548,0.348,0.811,0.063,0.189,0.358,0.5
Gentle floating in sensory deprivation tank,0.55,0.02,0.05,0.72,0.02,0.08,0.15,0.5
Pure gentle floating in sensory deprivation tank,0.582,0.027,0.085,0.742,0.02,0.092,0.122,0.5
Invigorating cold plunge pool shocking and bracing,0.05,0.72,0.28,0.55,0.92,0.85,0.5,0.15
Like invigorating cold plunge pool shocking and bracing,0.032,0.698,0.312,0.524,0.912,0.858,0.5,0.188
The essence of invigorating cold plunge pool shocking and bracing,0.026,0.744,0.248,0.521,0.915,0.838,0.5,0.168
Eucalyptus steam room hot and cleansing,0.92,0.25,0.15,0.75,0.42,0.65,0.5,0.5
Reminds me of eucalyptus steam room hot and cleansing,0.953,0.269,0.157,0.79,0.41,0.639,0.5,0.5
Deep tissue massage intense pressure and release,0.72,0.32,0.62,0.65,0.55,0.82,0.5,0.5
Like deep tissue massage intense pressure and release,0.698,0.293,0.639,0.628,0.536,0.831,0.5,0.5
The essence of deep tissue massage intense pressure and release,0.751,0.32,0.64,0.68,0.536,0.826,0.5,0.5
Experience of deep tissue massage intense pressure and release,0.742,0.334,0.62,0.668,0.571,0.781,0.5,0.5
Bright fruity Ethiopian coffee with blueberry notes,0.55,0.82,0.28,0.82,0.58,0.52,0.5,0.55
Like bright fruity ethiopian coffee with blueberry notes,0.535,0.813,0.286,0.804,0.577,0.559,0.5,0.579
The feeling of bright fruity ethiopian coffee with blueberry notes,0.514,0.804,0.287,0.798,0.607,0.509,0.5,0.546
Delicate floral Kenyan single origin citrus acidity,0.48,0.78,0.22,0.78,0.55,0.48,0.5,0.52
Experience of delicate floral kenyan single origin citrus acidity,0.445,0.746,0.226,0.784,0.545,0.46,0.5,0.505
The essence of delicate floral kenyan single origin citrus acidity,0.445,0.745,0.186,0.791,0.518,0.493,0.5,0.547
Like delicate floral kenyan single origin citrus acidity,0.471,0.741,0.222,0.795,0.567,0.489,0.5,0.525
Light crisp cold brew smooth and refreshing,0.22,0.72,0.18,0.78,0.52,0.42,0.5,0.42
Like light crisp cold brew smooth and refreshing,0.206,0.693,0.151,0.819,0.491,0.421,0.5,0.452
Pure light crisp cold brew smooth and refreshing,0.254,0.701,0.21,0.808,0.484,0.43,0.5,0.414
The essence of light crisp cold brew smooth and refreshing,0.231,0.691,0.159,0.767,0.526,0.457,0.5,0.449
Dark rich Italian espresso roast bitter and bold,0.72,0.15,0.42,0.68,0.78,0.88,0.5,0.62
Pure dark rich italian espresso roast bitter and bold,0.742,0.124,0.431,0.64,0.816,0.915,0.5,0.632
Reminds me of dark rich italian espresso roast bitter and bold,0.699,0.144,0.414,0.641,0.82,0.854,0.5,0.6
Smoky French roast deep and charred,0.68,0.12,0.55,0.62,0.68,0.82,0.5,0.58
The essence of smoky french roast deep and charred,0.717,0.088,0.562,0.594,0.666,0.791,0.5,0.581
Reminds me of smoky french roast deep and charred,0.712,0.148,0.529,0.651,0.646,0.805,0.5,0.607
Velvety dark chocolate notes with caramel finish,0.72,0.25,0.22,0.82,0.45,0.68,0.5,0.68
The essence of velvety dark chocolate notes with caramel finish,0.751,0.242,0.229,0.818,0.474,0.686,0.5,0.669
Balanced medium roast nutty and smooth,0.62,0.52,0.28,0.75,0.48,0.52,0.5,0.58
Experience of balanced medium roast nutty and smooth,0.586,0.554,0.281,0.77,0.452,0.53,0.5,0.578
The feeling of balanced medium roast nutty and smooth,0.62,0.548,0.298,0.728,0.492,0.483,0.5,0.543
Dense humid rainforest canopy alive with sounds,0.82,0.28,0.78,0.72,0.65,0.72,0.12,0.55
The feeling of dense humid rainforest canopy alive with sounds,0.83,0.259,0.779,0.753,0.668,0.747,0.09,0.55
Experience of dense humid rainforest canopy alive with sounds,0.826,0.244,0.819,0.749,0.666,0.698,0.152,0.512
Colorful coral reef teeming with tropical fish,0.68,0.72,0.65,0.88,0.55,0.68,0.15,0.45
Reminds me of colorful coral reef teeming with tropical fish,0.713,0.685,0.681,0.916,0.542,0.677,0.189,0.476
The feeling of colorful coral reef teeming with tropical fish,0.691,0.718,0.643,0.861,0.523,0.702,0.126,0.421
Steamy volcanic hot springs with mineral pools,0.92,0.45,0.42,0.72,0.38,0.68,0.5,0.65
The essence of steamy volcanic hot springs with mineral pools,0.951,0.482,0.428,0.693,0.379,0.659,0.5,0.646
Like steamy volcanic hot springs with mineral pools,0.907,0.433,0.448,0.72,0.412,0.698,0.5,0.665
Barren windswept arctic tundra endless white,0.05,0.88,0.35,0.35,0.42,0.68,0.25,0.15
Pure barren windswept arctic tundra endless white,0.088,0.896,0.372,0.346,0.413,0.652,0.271,0.133
Like barren windswept arctic tundra endless white,0.06,0.863,0.385,0.322,0.403,0.711,0.211,0.134
The feeling of barren windswept arctic tundra endless white,0.029,0.884,0.349,0.334,0.385,0.643,0.236,0.124
Towering glacial ice formations ancient and blue,0.08,0.75,0.55,0.55,0.32,0.72,0.65,0.12
The essence of towering glacial ice formations ancient and blue,0.042,0.735,0.523,0.551,0.322,0.682,0.686,0.155
Reminds me of towering glacial ice formations ancient and blue,0.054,0.711,0.579,0.559,0.311,0.695,0.626,0.155
Desolate desert dunes scorching and silent,0.95,0.92,0.42,0.38,0.22,0.72,0.35,0.82
The feeling of desolate desert dunes scorching and silent,0.918,0.919,0.427,0.404,0.224,0.716,0.389,0.808
Gentle rolling hills with wildflower meadows,0.62,0.78,0.45,0.88,0.28,0.35,0.25,0.58
The feeling of gentle rolling hills with wildflower meadows,0.622,0.779,0.439,0.907,0.253,0.379,0.216,0.578
Like gentle rolling hills with wildflower meadows,0.638,0.806,0.448,0.851,0.241,0.378,0.222,0.618
Experience of gentle rolling hills with wildflower meadows,0.65,0.802,0.416,0.886,0.243,0.324,0.231,0.605
Misty Scottish highlands moody and windswept,0.35,0.42,0.55,0.55,0.38,0.52,0.28,0.42
Reminds me of misty scottish highlands moody and windswept,0.325,0.441,0.56,0.517,0.393,0.55,0.266,0.398
Experience of misty scottish highlands moody and windswept,0.387,0.428,0.516,0.54,0.395,0.529,0.313,0.405
Pristine alpine lake crystal clear and cold,0.18,0.85,0.12,0.82,0.25,0.45,0.48,0.28
Pure pristine alpine lake crystal clear and cold,0.2,0.876,0.126,0.855,0.247,0.414,0.501,0.319
Like pristine alpine lake crystal clear and cold,0.161,0.833,0.106,0.782,0.217,0.463,0.499,0.28
Warm analog synthesizer with rich harmonics,0.82,0.45,0.35,0.72,0.35,0.55,0.42,0.5
Experience of warm analog synthesizer with rich harmonics,0.797,0.487,0.338,0.714,0.359,0.572,0.408,0.5
Reminds me of warm analog synthesizer with rich harmonics,0.835,0.479,0.325,0.719,0.312,0.542,0.458,0.5
Vintage tube saturation soft and creamy,0.85,0.38,0.28,0.75,0.28,0.52,0.35,0.5
Reminds me of vintage tube saturation soft and creamy,0.889,0.406,0.293,0.722,0.314,0.513,0.351,0.5
Like vintage tube saturation soft and creamy,0.838,0.343,0.245,0.71,0.26,0.521,0.353,0.5
Deep warm bass rumbling and resonant,0.78,0.18,0.42,0.68,0.42,0.72,0.5,0.5
The essence of deep warm bass rumbling and resonant,0.75,0.214,0.46,0.719,0.457,0.732,0.5,0.5
Crisp clean high frequencies sparkling and clear,0.28,0.95,0.22,0.75,0.55,0.52,0.72,0.5
The essence of crisp clean high frequencies sparkling and clear,0.26,0.967,0.219,0.711,0.546,0.538,0.747,0.5
Bright shimmering reverb ethereal and airy,0.35,0.88,0.15,0.78,0.32,0.42,0.28,0.5
The essence of bright shimmering reverb ethereal and airy,0.361,0.879,0.151,0.742,0.327,0.41,0.305,0.5
The feeling of bright shimmering reverb ethereal and airy,0.37,0.887,0.13,0.76,0.295,0.455,0.267,0.5
Reminds me of bright shimmering reverb ethereal and airy,0.338,0.886,0.174,0.751,0.359,0.424,0.247,0.5
Sharp transient attack punchy and precise,0.38,0.72,0.65,0.62,0.72,0.78,0.85,0.5
The feeling of sharp transient attack punchy and precise,0.387,0.696,0.674,0.648,0.73,0.778,0.814,0.5
Dark rumbling sub bass ominous and heavy,0.55,0.08,0.48,0.35,0.48,0.82,0.5,0.5
Reminds me of dark rumbling sub bass ominous and heavy,0.586,0.101,0.471,0.382,0.51,0.834,0.5,0.5
Pure dark rumbling sub bass ominous and heavy,0.512,0.105,0.47,0.341,0.508,0.823,0.5,0.5
Muffled lo-fi texture dusty and degraded,0.58,0.28,0.78,0.52,0.25,0.45,0.32,0.5
The feeling of muffled lo-fi texture dusty and degraded,0.602,0.268,0.754,0.54,0.239,0.473,0.324,0.5
Reminds me of muffled lo-fi texture dusty and degraded,0.547,0.308,0.818,0.509,0.233,0.463,0.344,0.5
Harsh distortion clipping and aggressive,0.48,0.55,0.95,0.28,0.88,0.95,0.58,0.5
The feeling of harsh distortion clipping and aggressive,0.509,0.585,0.918,0.303,0.849,0.954,0.55,0.5
Pure harsh distortion clipping and aggressive,0.495,0.52,0.98,0.25,0.898,0.968,0.598,0.5
Gothic castle on stormy moor lightning and ravens,0.22,0.15,0.75,0.18,0.68,0.82,0.58,0.35
The essence of gothic castle on stormy moor lightning and ravens,0.232,0.182,0.782,0.22,0.641,0.793,0.569,0.338
The feeling of gothic castle on stormy moor lightning and ravens,0.198,0.146,0.757,0.189,0.711,0.847,0.594,0.335
Experience of gothic castle on stormy moor lightning and ravens,0.223,0.142,0.775,0.206,0.701,0.812,0.589,0.365
Decaying Victorian mansion dust and cobwebs,0.32,0.22,0.82,0.22,0.38,0.62,0.55,0.5
Experience of decaying victorian mansion dust and cobwebs,0.347,0.226,0.806,0.258,0.375,0.627,0.529,0.5
The feeling of decaying victorian mansion dust and cobwebs,0.336,0.236,0.825,0.237,0.372,0.617,0.545,0.5
Dark romantic poetry moonlight and longing,0.38,0.22,0.35,0.42,0.45,0.68,0.5,0.35
Reminds me of dark romantic poetry moonlight and longing,0.345,0.252,0.379,0.432,0.426,0.682,0.5,0.364
Experience of dark romantic poetry moonlight and longing,0.414,0.246,0.311,0.384,0.445,0.655,0.5,0.388
Wordsworth daffodils dancing golden in breeze,0.65,0.82,0.28,0.92,0.45,0.52,0.18,0.78
The feeling of wordsworth daffodils dancing golden in breeze,0.65,0.841,0.319,0.95,0.434,0.555,0.214,0.809
The essence of wordsworth daffodils dancing golden in breeze,0.677,0.82,0.281,0.901,0.46,0.54,0.172,0.745
Haiku cherry blossoms falling gentle spring rain,0.52,0.68,0.22,0.78,0.18,0.32,0.22,0.65
Pure haiku cherry blossoms falling gentle spring rain,0.558,0.704,0.191,0.781,0.21,0.294,0.258,0.615
Experience of haiku cherry blossoms falling gentle spring rain,0.536,0.664,0.232,0.782,0.145,0.292,0.242,0.643
Transcendentalist woods quiet solitude nature,0.55,0.55,0.52,0.75,0.12,0.38,0.22,0.5
Experience of transcendentalist woods quiet solitude nature,0.563,0.583,0.532,0.74,0.117,0.408,0.257,0.5
Reminds me of transcendentalist woods quiet solitude nature,0.532,0.546,0.485,0.765,0.147,0.413,0.181,0.5
Fragmentary modernist poem sharp angles urban,0.38,0.52,0.72,0.42,0.55,0.65,0.78,0.5
Reminds me of fragmentary modernist poem sharp angles urban,0.363,0.559,0.687,0.405,0.589,0.661,0.81,0.5
The feeling of fragmentary modernist poem sharp angles urban,0.379,0.536,0.682,0.387,0.513,0.642,0.79,0.5
Stream of consciousness flowing thoughts unending,0.52,0.48,0.35,0.52,0.58,0.55,0.12,0.5
Reminds me of stream of consciousness flowing thoughts unending,0.52,0.491,0.349,0.541,0.548,0.534,0.097,0.5
Like stream of consciousness flowing thoughts unending,0.487,0.459,0.348,0.526,0.573,0.532,0.148,0.5
Fiery passionate Aries energy bold and impulsive,0.92,0.78,0.55,0.72,0.92,0.88,0.5,0.92
The essence of fiery passionate aries energy bold and impulsive,0.931,0.776,0.56,0.742,0.936,0.852,0.5,0.934
Dramatic Leo energy golden confident radiant,0.85,0.88,0.38,0.82,0.78,0.82,0.5,0.85
Pure dramatic leo energy golden confident radiant,0.86,0.92,0.368,0.801,0.775,0.804,0.5,0.872
The feeling of dramatic leo energy golden confident radiant,0.814,0.894,0.389,0.809,0.785,0.846,0.5,0.811
Adventurous Sagittarius energy expansive free,0.75,0.78,0.42,0.85,0.82,0.72,0.22,0.78
The feeling of adventurous sagittarius energy expansive free,0.752,0.803,0.385,0.884,0.81,0.697,0.25,0.741
Like adventurous sagittarius energy expansive free,0.761,0.755,0.387,0.869,0.817,0.681,0.248,0.75
Grounded Taurus energy stable sensual earthy,0.65,0.52,0.68,0.72,0.25,0.58,0.55,0.62
Reminds me of grounded taurus energy stable sensual earthy,0.674,0.497,0.689,0.686,0.215,0.598,0.583,0.649
Like grounded taurus energy stable sensual earthy,0.67,0.481,0.645,0.718,0.275,0.564,0.532,0.611
The essence of grounded taurus energy stable sensual earthy,0.663,0.541,0.719,0.703,0.283,0.596,0.577,0.642
Practical Virgo energy analytical cool precise,0.42,0.68,0.32,0.62,0.38,0.52,0.88,0.5
Pure practical virgo energy analytical cool precise,0.419,0.657,0.358,0.614,0.416,0.51,0.871,0.5
The feeling of practical virgo energy analytical cool precise,0.452,0.699,0.31,0.641,0.404,0.491,0.9,0.5
Ambitious Capricorn energy structured determined,0.38,0.48,0.55,0.58,0.55,0.72,0.85,0.5
Experience of ambitious capricorn energy structured determined,0.349,0.441,0.569,0.581,0.541,0.686,0.816,0.5
The essence of ambitious capricorn energy structured determined,0.356,0.491,0.575,0.587,0.573,0.693,0.884,0.5
Like ambitious capricorn energy structured determined,0.39,0.444,0.548,0.594,0.585,0.688,0.828,0.5
Deep emotional Cancer energy nurturing protective,0.72,0.42,0.32,0.65,0.35,0.68,0.5,0.58
Like deep emotional cancer energy nurturing protective,0.684,0.459,0.358,0.632,0.331,0.686,0.5,0.591
The feeling of deep emotional cancer energy nurturing protective,0.682,0.402,0.332,0.653,0.374,0.706,0.5,0.587
The essence of deep emotional cancer energy nurturing protective,0.695,0.419,0.312,0.66,0.323,0.642,0.5,0.573
Intense Scorpio energy mysterious transformative,0.55,0.18,0.62,0.45,0.72,0.92,0.5,0.45
The feeling of intense scorpio energy mysterious transformative,0.566,0.15,0.61,0.427,0.716,0.898,0.5,0.484
Experience of intense scorpio energy mysterious transformative,0.519,0.159,0.639,0.444,0.748,0.944,0.5,0.466
Dreamy Pisces energy flowing intuitive ethereal,0.52,0.55,0.18,0.72,0.22,0.48,0.12,0.45
The essence of dreamy pisces energy flowing intuitive ethereal,0.486,0.562,0.14,0.702,0.214,0.515,0.132,0.445
Pure dreamy pisces energy flowing intuitive ethereal,0.558,0.543,0.208,0.722,0.234,0.447,0.14,0.433
Intellectual Aquarius energy innovative detached,0.32,0.72,0.28,0.65,0.55,0.58,0.78,0.35
The essence of intellectual aquarius energy innovative detached,0.339,0.71,0.248,0.662,0.518,0.598,0.789,0.334
Experience of intellectual aquarius energy innovative detached,0.353,0.707,0.261,0.646,0.531,0.591,0.771,0.383
Harmonious Libra energy balanced aesthetic,0.55,0.72,0.22,0.78,0.38,0.45,0.75,0.55
Like harmonious libra energy balanced aesthetic,0.552,0.687,0.218,0.793,0.384,0.466,0.774,0.54
Experience of harmonious libra energy balanced aesthetic,0.551,0.756,0.188,0.793,0.361,0.428,0.719,0.522
Curious Gemini energy quick changeable bright,0.52,0.82,0.28,0.75,0.78,0.55,0.42,0.55
The feeling of curious gemini energy quick changeable bright,0.54,0.798,0.273,0.759,0.801,0.531,0.46,0.514
Experience of curious gemini energy quick changeable bright,0.489,0.85,0.251,0.788,0.796,0.51,0.394,0.571
"the blazing noon sun at its peak, brilliant white light",0.85,0.95,0.5,0.5,0.5,0.85,0.5,0.5
blinding stadium lights illuminating the field at night,0.5,0.95,0.5,0.5,0.5,0.8,0.5,0.5
the dazzling sparkle of fresh snow under bright sun,0.2,0.92,0.15,0.5,0.5,0.5,0.5,0.5
brilliant tropical sunlight pouring through windows,0.85,0.9,0.5,0.75,0.5,0.5,0.5,0.5
the fierce glare of midsummer daylight,0.85,0.9,0.5,0.5,0.5,0.75,0.5,0.5
bright fluorescent lights in a sterile white room,0.35,0.88,0.5,0.5,0.5,0.5,0.75,0.5
golden hour sunlight flooding everything with radiant glow,0.8,0.85,0.5,0.8,0.5,0.5,0.5,0.85
searchlights sweeping across a clear night sky,0.5,0.85,0.5,0.5,0.6,0.7,0.5,0.5
the vivid clarity of a cloudless summer afternoon,0.75,0.88,0.5,0.75,0.5,0.5,0.5,0.5
gleaming white marble reflecting harsh daylight,0.5,0.85,0.1,0.5,0.5,0.5,0.7,0.5
"deep in hibernation, breathing barely perceptible",0.5,0.5,0.5,0.5,0.05,0.05,0.5,0.5
the absolute stillness of deep meditation,0.5,0.5,0.15,0.5,0.08,0.15,0.5,0.5
"catatonic state, utterly motionless and unresponsive",0.5,0.5,0.5,0.25,0.05,0.05,0.5,0.5
"in a dreamless sleep, completely unconscious",0.5,0.15,0.5,0.5,0.08,0.08,0.5,0.5
the suspended animation of frozen embryos,0.05,0.5,0.5,0.5,0.03,0.05,0.5,0.5
"a patient in deep sedation, all systems slowed",0.5,0.5,0.5,0.5,0.1,0.1,0.5,0.5
the silent torpor of a winter-sleeping bear,0.3,0.5,0.5,0.5,0.08,0.1,0.5,0.5
"meditation at its deepest, mind completely still",0.5,0.5,0.5,0.65,0.1,0.15,0.5,0.5
lying motionless in a sensory deprivation tank,0.5,0.05,0.5,0.5,0.12,0.1,0.5,0.5
the quiet dormancy of seeds buried in soil,0.45,0.1,0.5,0.5,0.08,0.5,0.5,0.5
ancient weathered granite with deep cracks and fissures,0.35,0.5,0.88,0.5,0.5,0.5,0.5,0.5
coarse sandpaper scraping against wood,0.5,0.5,0.9,0.5,0.55,0.65,0.5,0.5
jagged volcanic rock with sharp crystalline edges,0.5,0.5,0.92,0.5,0.5,0.7,0.65,0.5
rough hewn timber with splinters and knots,0.55,0.5,0.85,0.5,0.5,0.5,0.5,0.5
barnacle-encrusted rocks at low tide,0.4,0.45,0.88,0.5,0.5,0.5,0.5,0.5
the abrasive feel of concrete scraping skin,0.45,0.5,0.85,0.25,0.5,0.5,0.5,0.5
crumbling dry stone walls covered in lichen,0.4,0.5,0.82,0.5,0.5,0.5,0.5,0.5
rusted corrugated iron with flaking paint,0.45,0.5,0.8,0.35,0.5,0.5,0.5,0.5
rough coral formations beneath tropical waters,0.7,0.65,0.85,0.5,0.5,0.5,0.5,0.5
gnarled tree bark deeply furrowed with age,0.5,0.5,0.82,0.5,0.5,0.45,0.5,0.5
"polished obsidian mirror, perfectly reflective glass surface",0.5,0.7,0.05,0.5,0.5,0.5,0.65,0.5
silk sheets sliding over bare skin,0.65,0.5,0.08,0.8,0.35,0.5,0.5,0.5
buttery smooth gelato melting on the tongue,0.55,0.5,0.05,0.85,0.5,0.5,0.5,0.5
highly polished mahogany furniture gleaming,0.6,0.65,0.1,0.5,0.5,0.5,0.5,0.5
the frictionless glide of ice skating,0.15,0.5,0.05,0.75,0.6,0.5,0.5,0.5
satin ribbon flowing through fingers,0.5,0.5,0.08,0.7,0.5,0.5,0.5,0.5
perfectly still lake reflecting like a mirror,0.5,0.6,0.05,0.5,0.15,0.5,0.5,0.5
premium leather buffed to a soft sheen,0.55,0.5,0.12,0.7,0.5,0.5,0.5,0.5
molten chocolate coating everything in glossy smoothness,0.65,0.5,0.08,0.8,0.5,0.5,0.5,0.5
lacquered Japanese woodwork with flawless finish,0.5,0.5,0.08,0.5,0.5,0.5,0.7,0.5
cozy fireplace with crackling flames and warm blankets,0.82,0.55,0.5,0.8,0.3,0.5,0.5,0.5
snuggled in a heated nest on a cold winter night,0.78,0.5,0.5,0.75,0.2,0.5,0.5,0.5
hot stone massage in a candlelit spa,0.8,0.3,0.5,0.85,0.15,0.5,0.5,0.5
sipping warm cocoa by the window watching snow,0.75,0.35,0.5,0.8,0.25,0.5,0.5,0.5
comfortable warmth of a sun-drenched afternoon nap,0.72,0.65,0.5,0.75,0.15,0.5,0.5,0.5
overwhelming grief and sorrow consuming everything,0.5,0.5,0.5,0.08,0.25,0.75,0.5,0.5
deep depression weighing down on every thought,0.5,0.5,0.5,0.1,0.15,0.65,0.5,0.5
crushing despair and hopelessness,0.5,0.5,0.5,0.05,0.2,0.7,0.5,0.5
misery and suffering without end,0.5,0.5,0.5,0.08,0.25,0.6,0.5,0.5
the bleakness of complete emotional devastation,0.5,0.15,0.5,0.1,0.5,0.65,0.5,0.5
a soul-crushing sadness that permeates everything,0.5,0.5,0.5,0.12,0.2,0.7,0.5,0.5
inconsolable crying and tears of sorrow,0.5,0.5,0.5,0.15,0.35,0.55,0.5,0.5
the empty ache of profound loss,0.5,0.5,0.5,0.1,0.15,0.55,0.5,0.5
melancholic darkness with no light in sight,0.5,0.15,0.5,0.12,0.2,0.5,0.5,0.5
deeply depressing gloom and misery,0.5,0.2,0.5,0.08,0.18,0.5,0.5,0.5
late evening shadows stretching across the room,0.45,0.25,0.5,0.5,0.25,0.5,0.5,0.5
the murky light of dusk before full darkness,0.4,0.28,0.5,0.5,0.3,0.5,0.5,0.5
shadowy corners barely visible in dim light,0.5,0.22,0.5,0.5,0.25,0.35,0.5,0.5
cloudy overcast day with muted gray light,0.4,0.32,0.5,0.45,0.5,0.5,0.5,0.5
candlelight barely pushing back the darkness,0.65,0.25,0.5,0.5,0.25,0.5,0.5,0.5
gloaming hour when day surrenders to night,0.45,0.28,0.5,0.5,0.3,0.5,0.5,0.5
thick fog obscuring everything in gray haze,0.5,0.3,0.35,0.5,0.2,0.5,0.5,0.5
