text,warmth,brightness,texture,valence,arousal,intensity,geometry,color_temperature
evokes hot cup of tea,0.85,0.5,0.5,0.8,0.25,0.4,0.5,0.5
intensely ecstatic euphoria,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5
spiky cactus needles atmosphere,0.5,0.5,0.9,0.25,0.5,0.65,0.85,0.5
reminds me of steel grey industrial sensation,0.3,0.5,0.6,0.5,0.5,0.5,0.8,0.2
pure icy blue winter,0.08,0.65,0.5,0.5,0.5,0.5,0.5,0.05
the feeling of ruby red glow,0.75,0.5,0.5,0.65,0.5,0.65,0.5,0.88
evokes tropical heat,0.95,0.8,0.5,0.7,0.5,0.5,0.5,0.9
very sleepy afternoon,0.75,0.7000000000000001,0.5,0.8,0.0,0.5,0.5,0.5
absolute frozen lake under northern lights vibes,0.08,0.55,0.35,0.75,0.5,0.8,0.35,0.15
evokes rounded bubble shapes atmosphere,0.5,0.5,0.1,0.7,0.5,0.5,0.1,0.5
total room temperature water atmosphere,0.5,0.5,0.2,0.55,0.5,0.2,0.5,0.5
total soft diffused light,0.5,0.55,0.2,0.7,0.5,0.35,0.5,0.5
like cracked dry earth atmosphere,0.6,0.65,0.82,0.35,0.5,0.5,0.5,0.5
experiencing sharp geometric edges vibes,0.5,0.5,0.65,0.5,0.5,0.5,0.95,0.5
total smooth velvet cushion,0.7,0.5,0.1,0.8,0.5,0.5,0.5,0.5
evokes wedding ceremony at golden hour vibes,0.85,0.75,0.25,0.95,0.65,0.75,0.45,0.88
total delicate touch feeling,0.65,0.5,0.15,0.7,0.5,0.15,0.5,0.5
the feeling of moderate force atmosphere,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
the feeling of cherry blossoms in spring energy,0.7,0.8,0.25,0.9,0.4,0.5,0.2,0.68
total overwhelming power atmosphere,0.5,0.5,0.5,0.5,0.8,0.95,0.5,0.5
reminds me of deep peaceful sleep energy,0.5,0.5,0.5,0.7,0.02,0.15,0.5,0.5
intensely manic energy surge,0.5,0.95,0.5,0.5,1.0,1.0,0.5,0.5
reminds me of gentle rolling hills,0.55,0.5,0.5,0.75,0.5,0.5,0.15,0.5
total massive explosion,0.5,0.9,0.85,0.5,0.95,0.98,0.5,0.5
evokes devastating grief,0.25,0.5,0.5,0.05,0.45,0.95,0.5,0.5
somewhat children laughing in summer sunshine,0.78,0.8,0.4,0.85,0.65,0.55,0.35,0.72
extremely dark moonless night,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5
barely wooden grain pattern,0.3999999999999999,0.5,0.5,0.5,0.5,0.5,0.35,0.5
reminds me of stark minimalist lines feeling,0.5,0.7,0.5,0.5,0.5,0.5,0.88,0.5
experiencing linen fabric weave,0.55,0.5,0.55,0.65,0.5,0.5,0.5,0.5
reminds me of gentle comfort atmosphere,0.75,0.5,0.2,0.82,0.2,0.5,0.5,0.5
evokes grandmother's kitchen filled with baking bread atmosphere,0.92,0.55,0.35,0.95,0.3,0.55,0.3,0.88
evokes dim candle flicker feeling,0.75,0.18,0.5,0.5,0.25,0.5,0.5,0.8
wedding ceremony at golden hour sensation,0.85,0.75,0.25,0.95,0.65,0.75,0.45,0.88
peaceful rest sensation,0.5,0.5,0.5,0.75,0.08,0.2,0.5,0.5
reminds me of gloomy overcast sky feeling,0.5,0.25,0.5,0.35,0.25,0.5,0.5,0.35
total blissful happiness vibes,0.8,0.8,0.5,0.95,0.7,0.5,0.5,0.5
the feeling of dark moonless night,0.25,0.08,0.5,0.5,0.2,0.5,0.5,0.5
shadowy alleyway feeling,0.5,0.15,0.5,0.25,0.5,0.55,0.5,0.5
absolute jagged mountain peaks vibes,0.5,0.5,0.7,0.5,0.5,0.7,0.85,0.5
the feeling of soft diffused light sensation,0.5,0.55,0.2,0.7,0.5,0.35,0.5,0.5
reminds me of thundering crescendo atmosphere,0.5,0.65,0.5,0.5,0.9,0.9,0.5,0.5
evokes thundering crescendo energy,0.5,0.65,0.5,0.5,0.9,0.9,0.5,0.5
the feeling of profound sadness atmosphere,0.5,0.2,0.5,0.1,0.25,0.8,0.5,0.5
total devastating impact vibes,0.5,0.5,0.75,0.1,0.5,0.95,0.5,0.5
overwhelming dread atmosphere,0.5,0.5,0.5,0.08,0.85,0.9,0.5,0.5
pure slate grey overcast vibes,0.5,0.45,0.5,0.4,0.5,0.5,0.5,0.35
frigid winter night energy,0.05,0.15,0.5,0.5,0.2,0.5,0.5,0.08
like wild exhilaration sensation,0.5,0.5,0.5,0.85,0.92,0.85,0.5,0.5
steel grey industrial vibes,0.3,0.5,0.6,0.5,0.5,0.5,0.8,0.2
total moderate force vibes,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
total frenzied chaos feeling,0.5,0.5,0.75,0.4,0.95,0.9,0.5,0.5
like bitter winter cold atmosphere,0.08,0.5,0.5,0.3,0.5,0.65,0.5,0.1
the feeling of rounded bubble shapes sensation,0.5,0.5,0.1,0.7,0.5,0.5,0.1,0.5
experiencing deep shadows,0.5,0.1,0.5,0.35,0.5,0.55,0.5,0.5
like jagged mountain peaks,0.5,0.5,0.7,0.5,0.5,0.7,0.85,0.5
experiencing wooden grain pattern atmosphere,0.6,0.5,0.5,0.5,0.5,0.5,0.55,0.5
experiencing abandoned factory in winter rain,0.15,0.3,0.85,0.15,0.3,0.65,0.8,0.25
the feeling of neutral daylight sensation,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5
somewhat bittersweet memory,0.45,0.5,0.5,0.55,0.4,0.55,0.5,0.5
intensely abandoned factory in winter rain,0.0,0.0999999999999999,1.0,0.0,0.0999999999999999,0.8500000000000001,1.0,0.0499999999999999
blazing summer heat wave sensation,0.95,0.85,0.5,0.5,0.65,0.5,0.5,0.9
reminds me of linen fabric weave sensation,0.55,0.5,0.55,0.65,0.5,0.5,0.5,0.5
dim candle flicker feeling,0.75,0.18,0.5,0.5,0.25,0.5,0.5,0.8
reminds me of blissful happiness sensation,0.8,0.8,0.5,0.95,0.7,0.5,0.5,0.5
evokes bitter winter cold vibes,0.08,0.5,0.5,0.3,0.5,0.65,0.5,0.1
ecstatic euphoria energy,0.5,0.5,0.5,0.95,0.9,0.85,0.5,0.5
evokes harsh angular shadows feeling,0.5,0.25,0.5,0.35,0.5,0.5,0.85,0.5
reminds me of copper metallic sheen feeling,0.65,0.65,0.35,0.5,0.5,0.5,0.5,0.8
absolute blinding white light atmosphere,0.5,0.98,0.5,0.5,0.7,0.9,0.5,0.5
the feeling of blazing summer heat wave,0.95,0.85,0.5,0.5,0.65,0.5,0.5,0.9
total faint memory atmosphere,0.5,0.5,0.5,0.55,0.2,0.18,0.5,0.5
experiencing utter hopelessness vibes,0.5,0.15,0.5,0.05,0.5,0.85,0.5,0.5
pure gentle morning light,0.65,0.6,0.5,0.75,0.35,0.5,0.5,0.5
pure profound sadness sensation,0.5,0.2,0.5,0.1,0.25,0.8,0.5,0.5
pure brutalist concrete blocks,0.3,0.5,0.75,0.35,0.5,0.5,0.92,0.5
pure clinical fluorescent feeling,0.5,0.9,0.5,0.35,0.5,0.5,0.8,0.3
panicked alarm energy,0.5,0.5,0.5,0.15,0.95,0.9,0.5,0.5
like bitter resentment sensation,0.35,0.5,0.65,0.15,0.5,0.7,0.5,0.5
experiencing cherry blossoms in spring,0.7,0.8,0.25,0.9,0.4,0.5,0.2,0.68
experiencing flowing organic curves vibes,0.5,0.5,0.25,0.7,0.5,0.5,0.08,0.5
absolute abrasive concrete surface feeling,0.5,0.5,0.85,0.5,0.5,0.5,0.75,0.4
total abandoned factory in winter rain energy,0.15,0.3,0.85,0.15,0.3,0.65,0.8,0.25
like smooth velvet cushion sensation,0.7,0.5,0.1,0.8,0.5,0.5,0.5,0.5
total heart-pounding terror feeling,0.5,0.5,0.5,0.08,0.98,0.95,0.5,0.5
gritty sand beach feeling,0.7,0.75,0.8,0.5,0.5,0.5,0.5,0.5
intensely barely perceptible,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
total industrial metal framework,0.3,0.5,0.65,0.5,0.5,0.5,0.9,0.3
total smooth river stones sensation,0.5,0.5,0.2,0.65,0.5,0.5,0.4,0.5
pure steaming hot bath,0.92,0.5,0.15,0.8,0.2,0.5,0.5,0.5
pure gentle comfort energy,0.75,0.5,0.2,0.82,0.2,0.5,0.5,0.5
evokes spiky cactus needles atmosphere,0.5,0.5,0.9,0.25,0.5,0.65,0.85,0.5
total smooth pebble beach,0.5,0.5,0.35,0.7,0.5,0.5,0.18,0.5
like balanced composition,0.5,0.5,0.5,0.65,0.5,0.5,0.5,0.5
pure mild sensation atmosphere,0.5,0.5,0.5,0.5,0.3,0.2,0.5,0.5
total funeral in the rain,0.3,0.25,0.45,0.08,0.3,0.85,0.55,0.35
absolute meditative stillness energy,0.55,0.5,0.5,0.75,0.05,0.2,0.5,0.5
total faint memory energy,0.5,0.5,0.5,0.55,0.2,0.18,0.5,0.5
absolute thunderstorm over mountains sensation,0.4,0.25,0.65,0.35,0.85,0.92,0.55,0.38
experiencing polished glass surface atmosphere,0.5,0.75,0.08,0.5,0.5,0.5,0.7,0.5
evokes thunderstorm over mountains feeling,0.4,0.25,0.65,0.35,0.85,0.92,0.55,0.38
total wedding ceremony at golden hour sensation,0.85,0.75,0.25,0.95,0.65,0.75,0.45,0.88
total cubist fragmentation energy,0.5,0.5,0.55,0.5,0.55,0.5,0.92,0.5
reminds me of icy blue winter vibes,0.08,0.65,0.5,0.5,0.5,0.5,0.5,0.05
like cozy cabin in the mountains vibes,0.85,0.45,0.45,0.88,0.2,0.45,0.4,0.8
like wooden grain pattern,0.6,0.5,0.5,0.5,0.5,0.5,0.55,0.5
pure neon-lit cyberpunk city atmosphere,0.5,0.8,0.55,0.55,0.85,0.8,0.85,0.55
reminds me of mild spring day energy,0.55,0.7,0.5,0.75,0.4,0.5,0.5,0.5
chilly morning fog atmosphere,0.2,0.45,0.15,0.5,0.5,0.5,0.5,0.25
barely electric anticipation,0.5,0.5,0.5,0.55,0.6799999999999999,0.6000000000000001,0.5,0.5
pure jazz club smoky atmosphere vibes,0.65,0.22,0.35,0.72,0.45,0.55,0.4,0.65
total brutalist concrete blocks atmosphere,0.3,0.5,0.75,0.35,0.5,0.5,0.92,0.5
extremely subtle hint,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
experiencing balmy tropical evening energy,0.82,0.3,0.5,0.8,0.3,0.5,0.5,0.5
wistful longing feeling,0.5,0.5,0.5,0.42,0.3,0.65,0.5,0.5
absolute buttery smooth cream vibes,0.6,0.5,0.1,0.75,0.5,0.5,0.5,0.5
absolute rough tree bark,0.5,0.5,0.88,0.5,0.5,0.5,0.55,0.5
very terracotta tones,0.85,0.5,0.7000000000000001,0.5,0.5,0.5,0.5,0.95
experiencing intense concentration sensation,0.5,0.5,0.5,0.6,0.75,0.8,0.5,0.5
like sleek polished metal sensation,0.5,0.7,0.12,0.5,0.5,0.5,0.75,0.3
like glaring spotlight atmosphere,0.5,0.92,0.5,0.5,0.5,0.85,0.75,0.5
evokes still water surface,0.5,0.5,0.1,0.7,0.05,0.5,0.5,0.5
very deep depression,0.5,0.0,0.5,0.0,0.0,0.9,0.5,0.5
absolute scorching hot desert sun vibes,0.98,0.95,0.5,0.5,0.5,0.8,0.5,0.95
experiencing electric anticipation sensation,0.5,0.5,0.5,0.75,0.88,0.8,0.5,0.5
absolute gentle breeze,0.5,0.5,0.3,0.7,0.25,0.15,0.5,0.5
total swirling cloud patterns,0.5,0.65,0.25,0.5,0.5,0.5,0.12,0.5
experiencing cracked dry earth,0.6,0.65,0.82,0.35,0.5,0.5,0.5,0.5
barely neon-lit cyberpunk city,0.5,0.6000000000000001,0.35,0.35,0.6499999999999999,0.6000000000000001,0.6499999999999999,0.35
the feeling of devastating grief,0.25,0.5,0.5,0.05,0.45,0.95,0.5,0.5
evokes satin sheets gliding atmosphere,0.65,0.5,0.08,0.85,0.3,0.5,0.5,0.5
total funeral in the rain sensation,0.3,0.25,0.45,0.08,0.3,0.85,0.55,0.35
evokes massive explosion vibes,0.5,0.9,0.85,0.5,0.95,0.98,0.5,0.5
intensely smooth river stones,0.5,0.5,0.0,0.8500000000000001,0.5,0.5,0.2,0.5
reminds me of meditative stillness feeling,0.55,0.5,0.5,0.75,0.05,0.2,0.5,0.5
the feeling of peaceful contentment sensation,0.7,0.5,0.5,0.85,0.15,0.4,0.5,0.5
pure utter hopelessness,0.5,0.15,0.5,0.05,0.5,0.85,0.5,0.5
absolute luminous screen glow feeling,0.5,0.8,0.5,0.5,0.5,0.5,0.8,0.4
pure wild exhilaration energy,0.5,0.5,0.5,0.85,0.92,0.85,0.5,0.5
evokes buttery smooth cream,0.6,0.5,0.1,0.75,0.5,0.5,0.5,0.5
absolute warm fireplace glow,0.88,0.35,0.5,0.85,0.5,0.5,0.5,0.85
total moderate force,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
evokes gnawing anxiety energy,0.5,0.5,0.65,0.18,0.8,0.75,0.5,0.5
hot summer afternoon feeling,0.9,0.9,0.5,0.7,0.5,0.5,0.5,0.85
very buttery smooth cream,0.75,0.5,0.0,0.9,0.5,0.5,0.5,0.5
very ice cold glacier,0.0,0.9,0.5,0.5,0.5,0.5,0.5,0.0
absolute silver moonlight sensation,0.3,0.5,0.5,0.6,0.5,0.5,0.5,0.15
hot cup of tea feeling,0.85,0.5,0.5,0.8,0.25,0.4,0.5,0.5
the feeling of overwhelming love energy,0.9,0.5,0.5,0.95,0.75,0.9,0.5,0.5
evokes mixed angular and curved energy,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
reminds me of satin sheets gliding sensation,0.65,0.5,0.08,0.85,0.3,0.5,0.5,0.5
frigid winter night atmosphere,0.05,0.15,0.5,0.5,0.2,0.5,0.5,0.08
pure white balance neutral sensation,0.5,0.65,0.5,0.5,0.5,0.5,0.5,0.5
the feeling of stark minimalist lines energy,0.5,0.7,0.5,0.5,0.5,0.5,0.88,0.5
experiencing gentle nudge feeling,0.6,0.5,0.5,0.65,0.5,0.2,0.5,0.5
extremely bright sunny day,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0
white balance neutral energy,0.5,0.65,0.5,0.5,0.5,0.5,0.5,0.5
reminds me of quiet library at midnight,0.55,0.3,0.4,0.65,0.1,0.35,0.7,0.5
extremely burnt sienna earth,0.9,0.5,0.85,0.5,0.5,0.5,0.5,1.0
evokes balanced composition sensation,0.5,0.5,0.5,0.65,0.5,0.5,0.5,0.5
evokes joyful celebration sensation,0.75,0.85,0.5,0.92,0.85,0.5,0.5,0.5
somewhat meandering river path,0.5,0.5,0.4,0.6,0.5,0.5,0.2,0.5
experiencing terracotta tones,0.7,0.5,0.55,0.5,0.5,0.5,0.5,0.8
total amber firelight vibes,0.9,0.4,0.5,0.8,0.5,0.5,0.5,0.92
pure meditative stillness atmosphere,0.55,0.5,0.5,0.75,0.05,0.2,0.5,0.5
reminds me of abrasive concrete surface feeling,0.5,0.5,0.85,0.5,0.5,0.5,0.75,0.4
experiencing rusted corroded metal feeling,0.45,0.5,0.88,0.25,0.5,0.5,0.5,0.5
total soft natural forms feeling,0.6,0.5,0.3,0.75,0.5,0.5,0.12,0.5
experiencing gentle comfort vibes,0.75,0.5,0.2,0.82,0.2,0.5,0.5,0.5
pure thunderstorm over mountains energy,0.4,0.25,0.65,0.35,0.85,0.92,0.55,0.38
intensely blazing summer heat wave,1.0,1.0,0.5,0.5,0.8500000000000001,0.5,0.5,1.0
absolute brutalist concrete blocks,0.3,0.5,0.75,0.35,0.5,0.5,0.92,0.5
like drowsy relaxation,0.65,0.5,0.5,0.7,0.1,0.5,0.5,0.5
evokes hot cup of tea sensation,0.85,0.5,0.5,0.8,0.25,0.4,0.5,0.5
very overwhelming love,1.0,0.5,0.5,1.0,0.9,1.0,0.5,0.5
total quiet library at midnight sensation,0.55,0.3,0.4,0.65,0.1,0.35,0.7,0.5
like brilliant white clouds vibes,0.5,0.85,0.35,0.75,0.5,0.5,0.5,0.5
total blazing summer heat wave energy,0.95,0.85,0.5,0.5,0.65,0.5,0.5,0.9
experiencing drowsy relaxation energy,0.65,0.5,0.5,0.7,0.1,0.5,0.5,0.5
experiencing warm fireplace glow atmosphere,0.88,0.35,0.5,0.85,0.5,0.5,0.5,0.85
evokes rusted corroded metal energy,0.45,0.5,0.88,0.25,0.5,0.5,0.5,0.5
evokes heart-pounding terror,0.5,0.5,0.5,0.08,0.98,0.95,0.5,0.5
the feeling of sterile hospital corridor at night vibes,0.3,0.85,0.4,0.25,0.5,0.55,0.85,0.3
experiencing warm embrace feeling,0.85,0.5,0.2,0.9,0.5,0.6,0.5,0.5
the feeling of steady presence energy,0.5,0.5,0.5,0.6,0.45,0.55,0.5,0.5
slightly devastating impact,0.5,0.5,0.6,0.25,0.5,0.7999999999999999,0.5,0.5
reminds me of hot cup of tea energy,0.85,0.5,0.5,0.8,0.25,0.4,0.5,0.5
total soft cotton clouds energy,0.5,0.8,0.15,0.75,0.5,0.5,0.5,0.5
like heartwarming kindness,0.85,0.5,0.5,0.88,0.5,0.55,0.5,0.5
slightly warm embrace,0.7,0.5,0.35,0.75,0.5,0.4499999999999999,0.5,0.5
reminds me of frosted glass blue atmosphere,0.25,0.6,0.3,0.5,0.5,0.5,0.5,0.18
total cold stone floor energy,0.18,0.45,0.55,0.5,0.5,0.5,0.7,0.5
evokes grandmother's kitchen filled with baking bread feeling,0.92,0.55,0.35,0.95,0.3,0.55,0.3,0.88
very ruby red glow,0.9,0.5,0.5,0.8,0.5,0.8,0.5,1.0
total white balance neutral vibes,0.5,0.65,0.5,0.5,0.5,0.5,0.5,0.5
experiencing faint memory vibes,0.5,0.5,0.5,0.55,0.2,0.18,0.5,0.5
experiencing cozy cabin in the mountains feeling,0.85,0.45,0.45,0.88,0.2,0.45,0.4,0.8
experiencing panicked alarm atmosphere,0.5,0.5,0.5,0.15,0.95,0.9,0.5,0.5
extremely smooth pebble beach,0.5,0.5,0.0999999999999999,0.95,0.5,0.5,0.0,0.5
extremely meandering river path,0.5,0.5,0.0499999999999999,0.95,0.5,0.5,0.0,0.5
total cold emptiness vibes,0.15,0.5,0.5,0.12,0.5,0.6,0.5,0.5
the feeling of polished glass surface energy,0.5,0.75,0.08,0.5,0.5,0.5,0.7,0.5
evokes jagged mountain peaks sensation,0.5,0.5,0.7,0.5,0.5,0.7,0.85,0.5
very tropical heat,1.0,0.95,0.5,0.85,0.5,0.5,0.5,1.0
reminds me of explosive excitement sensation,0.5,0.8,0.5,0.85,0.95,0.9,0.5,0.5
total pitch black darkness feeling,0.5,0.02,0.5,0.5,0.3,0.5,0.5,0.5
evokes grandmother's kitchen filled with baking bread,0.92,0.55,0.35,0.95,0.3,0.55,0.3,0.88
pure deep peaceful sleep atmosphere,0.5,0.5,0.5,0.7,0.02,0.15,0.5,0.5
experiencing pure delight,0.5,0.8,0.5,0.9,0.75,0.5,0.5,0.5
absolute faint whisper,0.5,0.4,0.5,0.5,0.15,0.08,0.5,0.5
evokes bittersweet memory energy,0.55,0.5,0.5,0.45,0.3,0.65,0.5,0.5
like hot summer afternoon sensation,0.9,0.9,0.5,0.7,0.5,0.5,0.5,0.85
rustic autumn leaves feeling,0.7,0.5,0.5,0.7,0.5,0.5,0.5,0.85
intensely brutalist concrete blocks,0.0999999999999999,0.5,0.95,0.1499999999999999,0.5,0.5,1.0,0.5
pure wedding ceremony at golden hour sensation,0.85,0.75,0.25,0.95,0.65,0.75,0.45,0.88
evokes lonely vigil by candlelight sensation,0.7,0.18,0.3,0.35,0.15,0.7,0.4,0.75
total soft diffused light energy,0.5,0.55,0.2,0.7,0.5,0.35,0.5,0.5
azure ocean depths energy,0.35,0.5,0.5,0.5,0.5,0.55,0.5,0.12
evokes gravel crunching underfoot atmosphere,0.5,0.5,0.8,0.5,0.4,0.45,0.5,0.5
absolute tropical heat vibes,0.95,0.8,0.5,0.7,0.5,0.5,0.5,0.9
soft natural forms vibes,0.6,0.5,0.3,0.75,0.5,0.5,0.12,0.5
the feeling of rough tree bark,0.5,0.5,0.88,0.5,0.5,0.5,0.55,0.5
like tropical beach at sunset energy,0.9,0.75,0.4,0.92,0.45,0.6,0.2,0.9
absolute joyful celebration feeling,0.75,0.85,0.5,0.92,0.85,0.5,0.5,0.5
the feeling of devastating impact vibes,0.5,0.5,0.75,0.1,0.5,0.95,0.5,0.5
drooping willow branches feeling,0.5,0.5,0.5,0.6,0.2,0.5,0.15,0.5
evokes gritty sand beach feeling,0.7,0.75,0.8,0.5,0.5,0.5,0.5,0.5
blissful happiness energy,0.8,0.8,0.5,0.95,0.7,0.5,0.5,0.5
the feeling of tropical beach at sunset vibes,0.9,0.75,0.4,0.92,0.45,0.6,0.2,0.9
total faint starlight feeling,0.5,0.12,0.5,0.6,0.5,0.35,0.5,0.3
reminds me of brutalist concrete blocks energy,0.3,0.5,0.75,0.35,0.5,0.5,0.92,0.5
reminds me of subtle hint,0.5,0.5,0.5,0.5,0.25,0.12,0.5,0.5
absolute ecstatic euphoria energy,0.5,0.5,0.5,0.95,0.9,0.85,0.5,0.5
evokes neutral daylight energy,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5
evokes undulating waves sensation,0.5,0.5,0.25,0.5,0.4,0.5,0.1,0.5
somewhat mild interest,0.5,0.5,0.5,0.55,0.55,0.5,0.5,0.5
like frosted glass blue atmosphere,0.25,0.6,0.3,0.5,0.5,0.5,0.5,0.18
like buttery smooth cream,0.6,0.5,0.1,0.75,0.5,0.5,0.5,0.5
evokes candlelit warmth atmosphere,0.85,0.25,0.5,0.75,0.5,0.5,0.5,0.85
the feeling of massive explosion energy,0.5,0.9,0.85,0.5,0.95,0.98,0.5,0.5
experiencing luminous screen glow sensation,0.5,0.8,0.5,0.5,0.5,0.5,0.8,0.4
very candlelit warmth,1.0,0.1,0.5,0.9,0.5,0.5,0.5,1.0
reminds me of smooth river stones sensation,0.5,0.5,0.2,0.65,0.5,0.5,0.4,0.5
total frigid winter night,0.05,0.15,0.5,0.5,0.2,0.5,0.5,0.08
slightly coarse burlap sack,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5
reminds me of thunderstorm over mountains feeling,0.4,0.25,0.65,0.35,0.85,0.92,0.55,0.38
total stark minimalist lines,0.5,0.7,0.5,0.5,0.5,0.5,0.88,0.5
like jazz club smoky atmosphere sensation,0.65,0.22,0.35,0.72,0.45,0.55,0.4,0.65
evokes smooth river stones feeling,0.5,0.5,0.2,0.65,0.5,0.5,0.4,0.5
pure manic energy surge sensation,0.5,0.75,0.5,0.5,0.95,0.9,0.5,0.5
pure blazing midday sun feeling,0.9,0.95,0.5,0.5,0.5,0.75,0.5,0.85
the feeling of murky underwater depths atmosphere,0.5,0.12,0.55,0.35,0.5,0.5,0.5,0.3
the feeling of overcast afternoon sensation,0.5,0.5,0.5,0.5,0.35,0.5,0.5,0.5
panicked alarm feeling,0.5,0.5,0.5,0.15,0.95,0.9,0.5,0.5
reminds me of glaring spotlight atmosphere,0.5,0.92,0.5,0.5,0.5,0.85,0.75,0.5
evokes brilliant sunlight streaming in,0.75,0.92,0.5,0.85,0.5,0.5,0.5,0.5
total silver moonlight feeling,0.3,0.5,0.5,0.6,0.5,0.5,0.5,0.15
reminds me of frigid winter night sensation,0.05,0.15,0.5,0.5,0.2,0.5,0.5,0.08
somewhat tropical heat,0.85,0.7000000000000001,0.5,0.6,0.5,0.5,0.5,0.8
blazing summer heat wave vibes,0.95,0.85,0.5,0.5,0.65,0.5,0.5,0.9
experiencing shadowy alleyway vibes,0.5,0.15,0.5,0.25,0.5,0.55,0.5,0.5
the feeling of hot summer afternoon energy,0.9,0.9,0.5,0.7,0.5,0.5,0.5,0.85
evokes slate grey overcast,0.5,0.45,0.5,0.4,0.5,0.5,0.5,0.35
pure still water surface,0.5,0.5,0.1,0.7,0.05,0.5,0.5,0.5
reminds me of blazing summer heat wave sensation,0.95,0.85,0.5,0.5,0.65,0.5,0.5,0.9
balanced composition atmosphere,0.5,0.5,0.5,0.65,0.5,0.5,0.5,0.5
evokes icy wind cutting through,0.1,0.5,0.7,0.5,0.6,0.75,0.5,0.5
like quiet library at midnight,0.55,0.3,0.4,0.65,0.1,0.35,0.7,0.5
total cold stone floor vibes,0.18,0.45,0.55,0.5,0.5,0.5,0.7,0.5
bright sunny day atmosphere,0.8,0.9,0.5,0.85,0.5,0.5,0.5,0.75
absolute manic energy surge atmosphere,0.5,0.75,0.5,0.5,0.95,0.9,0.5,0.5
total undulating waves energy,0.5,0.5,0.25,0.5,0.4,0.5,0.1,0.5
evokes cold emptiness feeling,0.15,0.5,0.5,0.12,0.5,0.6,0.5,0.5
cold emptiness feeling,0.15,0.5,0.5,0.12,0.5,0.6,0.5,0.5
pure delight sensation,0.5,0.8,0.5,0.9,0.75,0.5,0.5,0.5
the feeling of chilly morning fog atmosphere,0.2,0.45,0.15,0.5,0.5,0.5,0.5,0.25
the feeling of ruby red glow vibes,0.75,0.5,0.5,0.65,0.5,0.65,0.5,0.88
absolute crackling fireplace on winter evening energy,0.95,0.35,0.5,0.9,0.25,0.55,0.35,0.92
steel grey industrial feeling,0.3,0.5,0.6,0.5,0.5,0.5,0.8,0.2
cold stone floor atmosphere,0.18,0.45,0.55,0.5,0.5,0.5,0.7,0.5
the feeling of copper metallic sheen vibes,0.65,0.65,0.35,0.5,0.5,0.5,0.5,0.8
absolute cold emptiness energy,0.15,0.5,0.5,0.12,0.5,0.6,0.5,0.5
the feeling of profound sadness,0.5,0.2,0.5,0.1,0.25,0.8,0.5,0.5
experiencing overwhelming catastrophe sensation,0.5,0.5,0.5,0.05,0.85,0.98,0.5,0.5
reminds me of steel grey industrial vibes,0.3,0.5,0.6,0.5,0.5,0.5,0.8,0.2
reminds me of wooden grain pattern feeling,0.6,0.5,0.5,0.5,0.5,0.5,0.55,0.5
absolute shadowy alleyway,0.5,0.15,0.5,0.25,0.5,0.55,0.5,0.5
reminds me of honey golden light vibes,0.8,0.7,0.5,0.8,0.5,0.5,0.5,0.88
experiencing mild interest vibes,0.5,0.5,0.5,0.65,0.45,0.5,0.5,0.5
slightly delicate touch,0.5,0.5,0.3,0.5499999999999999,0.5,0.3,0.5,0.5
like sharp geometric edges vibes,0.5,0.5,0.65,0.5,0.5,0.5,0.95,0.5
subtle hint atmosphere,0.5,0.5,0.5,0.5,0.25,0.12,0.5,0.5
experiencing burnt sienna earth energy,0.65,0.5,0.6,0.5,0.5,0.5,0.5,0.82
barely heartwarming kindness,0.6499999999999999,0.5,0.5,0.6799999999999999,0.5,0.35,0.5,0.5
evokes gentle rolling hills feeling,0.55,0.5,0.5,0.75,0.5,0.5,0.15,0.5
like candlelit warmth feeling,0.85,0.25,0.5,0.75,0.5,0.5,0.5,0.85
absolute jagged broken glass energy,0.5,0.5,0.92,0.15,0.5,0.8,0.9,0.5
evokes rough tree bark vibes,0.5,0.5,0.88,0.5,0.5,0.5,0.55,0.5
reminds me of mind-blowing revelation atmosphere,0.5,0.5,0.5,0.75,0.85,0.88,0.5,0.5
terracotta tones sensation,0.7,0.5,0.55,0.5,0.5,0.5,0.5,0.8
experiencing electric anticipation atmosphere,0.5,0.5,0.5,0.75,0.88,0.8,0.5,0.5
the feeling of coarse burlap sack atmosphere,0.45,0.5,0.85,0.35,0.5,0.5,0.5,0.5
evokes frozen lake surface feeling,0.08,0.65,0.4,0.5,0.5,0.5,0.5,0.1
barely industrial metal framework,0.5,0.5,0.45,0.5,0.5,0.5,0.7,0.5
reminds me of bitter winter cold feeling,0.08,0.5,0.5,0.3,0.5,0.65,0.5,0.1
reminds me of rigid angular structure atmosphere,0.35,0.5,0.6,0.5,0.5,0.5,0.92,0.5
